,1,Article,Keyword,Sentence
2202,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"Generally, more medical information is reported on death certificates than is directly reflected in the underlying cause of death."
2203,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,This information is captured in NCHS multiple cause-of-death statistics (26-28).
2204,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"This is less problematic when analyzing the relative ranking of causes of death because the observed frequency of deaths for any particular cause is fixed for any given group in any given year, and the ranking is based on that fixed value."
2205,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,2 Procedures for ranking causes of death .
2206,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,10 Leading causes of infant death .
2207,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,Suggested citation Copyright information Heron M. Deaths: Leading causes for 2015.
2208,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Life expectancy decreased from 2014 to 2015 for non-Hispanic white males (0.2 year), non-Hispanic white females (0.1), non-Hispanic black males (0.4), non-Hispanic black females (0.1), Hispanic males (0.1), and Hispanic females (0.2)."
2209,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,Life expectancy for females was 4.9 years higher than for males.
2210,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"In 2015 compared with 2014, life expectancy decreased for non-Hispanic white males (0.2 year), non-Hispanic white females (0.1), non-Hispanic black males (0.4), nonHispanic black females (0.1), Hispanic males (0.1), and Hispanic females (0.2)."
2211,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"From 2014 to 2015, age-adjusted death rates increased for non-Hispanic white males (1.0%), non-Hispanic white females (1.6%), and non-Hispanic black males (0.9%) (Tables A and 1)."
2212,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Observed changes in age-adjusted rates for non-Hispanic black female, Hispanic male, and Hispanic female populations were not statistically significant."
2213,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Percentage change in death rates and age-adjusted death rates in 2015 from 2014, by age, race and Hispanic origin, and sex: United States Total1 Non-Hispanic white2 Non-Hispanic black2 Age (years) Both sexes Male Female Both sexes Male Female Both sexes Male All ages Crude."
2214,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"0.3 3.8 3.9 6.1 7.7 2.8 -0.2 0.6 0.6 0.3 2.0 0.1 4.9 0.7 6.1 7.9 4.3 -0.2 0.5 0.7 0.1 1.0 0.5 1.4 6.7 6.4 7.3 0.3 -0.2 0.6 0.5 0.4 2.5 -1.4 1.3 6.6 4.3 7.8 3.4 0.1 0.9 0.7 0.4 2.5 -1.6 2.4 2.1 3.1 7.9 4.7 -0.2 0.7 0.6 0.0 1.6 -1.2 -0.5 14.3 6.9 7.7 1.3 0.7 1.1 0.7 0.6 3.0 2.0 5.1 2.7 11.1 7.1 3.1 0.1 0.1 -0.3 0.2 0.3 2.5 8.4 0.4 11.6 7.7 5.9 1.3 0.4 0.0 0.9 -1.4 1 Non-Hispanic American Indian or Alaska Native2,3 Both sexes Male Percent change 1.9 4.4 0.0 1.1 4.8 1.6 -10.3 -21.0 22.5 -4.1 5.2 6.4 9.2 1.7 1.4 2.2 -5.1 Female 1.3 0.0 5.3 9.0 4.9 -0.9 -1.6 -0.3 -0.6 -0.6 1.0 -5.3 1.8 29.6 -2.6 8.7 2.2 6.2 2.4 0.7 0.8 -3.4 Non-Hispanic Asian or Pacific Islander2,4 Both sexes Male 3.9 0.3 4.2 1.5 3.5 1.0 1.2 55.6 38.0 0.8 15.7 -4.3 2.1 3.4 -0.1 -0.6 -2.5 7.9 9.3 5.9 6.9 3.3 2.0 -1.4 -1.0 1.1 1.5 2.1 10.6 2.7 2.9 6.9 2.9 0.9 -4.7 -3.0 2.0 1.6 1.6 Female Includes deaths for origin not stated."
2215,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Hispanic Both sexes Male 5.0 1.9 3.7 0.4 4.0 0.3 3.3 0.2 4.6 18.5 13.4 6.7 4.0 3.4 3.6 1.9 0.2 1.1 2.4 -0.4 5.9 -5.4 7.9 8.0 1.2 -0.4 -0.6 1.2 0.4 -0.5 -1.6 9.5 -2.4 9.0 7.9 2.3 -0.2 0.1 1.2 0.6 -1.7 1.0 1.7 -11.3 4.8 8.5 -1.0 -0.7 -2.0 1.2 0.2 0.2 Female Female National Vital Statistics Reports, Vol."
2216,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,The age-adjusted death rate for males was 1.4 times the rate for females in 2015 (Table B).
2217,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,The male-to-female death rate ratio was unchanged from the ratio in 2014.
2218,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"The death rate for males increased significantly for age groups 15-24, 25-34, 35-44, 65-74, and 85 and over."
2219,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,Changes in rates for males in other age groups were not statistically significant.
2220,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"The death rate for females increased significantly for age groups 5-14, 15-24, 25-34, and 85 and over."
2221,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,Changes in rates for females in other age groups were not statistically significant.
2222,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Rates for non-Hispanic white males increased for age groups 15-24, 25-34, 35-44, 55-64, 65-74, and 85 and over."
2223,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Rates for nonHispanic white females increased for age groups 5-14, 15-24, 25-34, 55-64, 75-84, and 85 and over."
2224,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Rates for non-Hispanic black males increased for the same age groups, 15-24, 25-34, and 35-44."
2225,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"For non-Hispanic black females, rates increased for age group 15-24."
2226,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Age-specific rates increased from 2014 to 2015 for the total non-Hispanic AIAN population for age group 45-54 and for the non-Hispanic AIAN male population for the same age group, 45-54."
2227,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Rates for Hispanic males increased for the same age groups, 15-24 and 25-34."
2228,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"For Hispanic females, rates increased for age group 25-34."
2229,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"6, November 27, 2017 Age-adjusted death rate Percent change 2015 2014 to 2015 Male to female Non-Hispanic black2 to Non-Hispanic white Non-Hispanic white2 to Hispanic Cause of death (based on ICD-10) Number Percent of total deaths, 2015 ... All causes ."
2230,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"6, November 27, 2017 100,000 Male Female 40,000 85 years and over 85 years and over 75-84 years 10,000 75-84 years Rate per 100,000 population 65-74 years 65-74 years Under 1 year1 1,000 Under 1 year1 55-64 years 45-54 years 55-64 years 35-44 years 100 45-54 years 35-44 years 25-34 years 25-34 years 15-24 years 1-4 years 15-24 years 5-14 years 5-14 years 10 1955 1960 1970 1980 1990 2000 2010 2015 1960 1955 1970 1-4 years 1980 1990 2000 2010 2015 Rates are based on population estimates, which differ from infant mortality rates (based on live births); see Figure 7 for infant mortality rates and Technical Notes for further discussion of the difference."
2231,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"In 2015, life expectancy for males (76.3 years) was 0.2 year lower than in 2014, and for females (81.2 years), it was 0.1 year lower."
2232,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Among the six Hispanic origin-race-sex groups in 2015, Hispanic females had the highest life expectancy at birth (84.3 years), followed by non-Hispanic white females (81.1), Hispanic males (79.3), non-Hispanic black females (78.1), non-Hispanic white males (76.3), and non-Hispanic black males (71.8) (Tables 3 and 4; Figure 5)."
2233,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Life expectancy decreased 0.2 year for non-Hispanic white males, 0.1 year for non-Hispanic white females, 0.4 year for non-Hispanic black males, 0.1 year for non-Hispanic black females, 0.1 year for Hispanic males, and 0.2 year for Hispanic females (Table 4)."
2234,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,Life expectancy for both males and females was higher by 3 years or more for the Hispanic population than for the nonHispanic white and non-Hispanic black populations.
2235,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"6, November 27, 2017 9 5.5 Female-male life expectancy Difference in life expectancy at birth (years) 4.5 Non-Hispanic white-Non-Hispanic black life expectancy 3.5 Hispanic-Non-Hispanic white life expectancy 2.5 0.0 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 SOURCE: NCHS, National Vital Statistics System, Mortality."
2236,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Differences in female-male, non-Hispanic white-non-Hispanic black, and Hispanic-non-Hispanic white life expectancy: United States, 2006-2015 hypotheses have been proposed to explain favorable mortality outcomes among Hispanic persons."
2237,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"6, November 27, 2017 85 84.3 Hispanic female 82.9 Non-Hispanic white female 80 80.6 Hispanic male Non-Hispanic black female 77.5 76.4 75.7 Non-Hispanic black male 70 79.3 78.1 76.3 Non-Hispanic white male Age (years) 75 81.1 71.8 69.5 65 0 2006 2010 2015 SOURCE: NCHS, National Vital Statistics System, Mortality."
2238,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Ratios based on ageadjusted death rates show that males have higher rates than females for 13 of the 15 leading causes of death (Table B), with rates for males being at least twice as great as those for females for 3 of these leading causes."
2239,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Age-adjusted rates were lower for males than for females for one leading cause, Alzheimers disease (0.7)."
2240,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"For males in 2015, the age-adjusted death rate for drug-induced causes was 1.8 times the rate for females."
2241,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,The rate for drug-induced causes increased 13.5% for males and 6.8% for females in 2015 from 2014.
2242,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,The age-adjusted death rate for non-Hispanic white males was 47.1% higher than for non-Hispanic black males and 135.0% higher than for Hispanic males.
2243,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,The rate for non-Hispanic white females was 98.8% higher than for non-Hispanic black females and 255.3% higher than for Hispanic females.
2244,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Among the major race-ethnicity-sex groups, the ageadjusted death rates for drug-induced causes increased significantly in 2015 from 2014 for non-Hispanic white males (13.2%), non-Hispanic white females (9.2%), non-Hispanic black males (19.9%), and Hispanic males (13.6%)."
2245,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,The rates for non-Hispanic black females and Hispanic females did not change significantly.
2246,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"For males, the ageadjusted death rate for alcohol-induced causes in 2015 was 2.7 times the rate for females."
2247,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,The rate for alcohol-induced causes increased 5.4% for males and 8.7% for females in 2015 from 2014.
2248,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,The age-adjusted death rate for non-Hispanic white males was 34.0% higher than for non-Hispanic black males and 18.3% lower than for Hispanic males.
2249,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,The rate for non-Hispanic white females was 43.6% higher than for non-Hispanic black females and 60.0% higher than for Hispanic females.
2250,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Among the major race-ethnicity-sex groups, the ageadjusted rate for alcohol-induced death increased significantly in 2015 from 2014 for non-Hispanic white males (6.2%), nonHispanic white females (9.8%), and non-Hispanic black females (14.7%)."
2251,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"The rates for non-Hispanic black males, Hispanic males, and Hispanic females did not change significantly."
2252,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"For males in 2015, the age-adjusted death rate for injury by firearms was 6.1 times the rate for females."
2253,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,The rate for firearm-related mortality increased 7.8% for males and 6.7% for females in 2015 from 2014.
2254,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,The age-adjusted death rate for non-Hispanic white males was 53.4% lower than for non-Hispanic black males and 78.2% higher than for Hispanic males.
2255,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,The rate for non-Hispanic white females was 5.3% lower than for non-Hispanic black females and 140.0% higher than for Hispanic females.
2256,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Among the major race-ethnicity-sex groups, the ageadjusted death rates for injury by firearms increased significantly in 2015 from 2014 for non-Hispanic white males (4.0%), nonHispanic white females (5.9%), non-Hispanic black males (15.9%), non-Hispanic black females (11.8%), and Hispanic males (7.4%)."
2257,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,The rate for Hispanic females did not change significantly.
2258,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,Life expectancy at birth for both males and females decreased between 2014 and 2015.
2259,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"For males, life expectancy decreased 0.2 year due to increases in mortality from unintentional injuries, homicide, Alzheimers disease, and suicide."
2260,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"For the female population, life expectancy decreased by 0.1 year due to increases in mortality from Alzheimers disease, unintentional injuries, Chronic lower respiratory diseases, heart disease, and stroke, which were offset by decreases in mortality from cancer and Influenza and pneumonia."
2261,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"The ratio of male-tofemale infant mortality rates was 1.2, the same as in 2014."
2262,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,Female.
2263,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,Female.
2264,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,Female.
2265,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Data for specified race or Hispanic-origin groups other than non-Hispanic white and non-Hispanic black should be interpreted with caution because of inconsistencies in reporting these items on death certificates and surveys, although misclassification is very minor for the Hispanic and non-Hispanic Asian or Pacific Islander populations; see Technical Notes] Total1 Year Both sexes Male Non-Hispanic white2 Female Both sexes Male Female Non-Hispanic black2 Both sexes Male Non-Hispanic American Indian or Alaska Native2,3 Female Non-Hispanic Asian or Pacific Islander2,4 Hispanic Both exes Male Female Both sexes Male Female Both sexes Male Female 18,039 17,138 16,219 15,705 15,181 14,846 11,025 ------------- 9,869 9,338 8,840 8,598 8,175 8,072 5,973 ------------- 8,170 7,800 7,379 7,107 7,006 6,774 5,052 ------------- 65,277 60,424 58,702 55,298 52,346 50,018 34,226 ------------- 33,306 31,039 30,343 28,214 26,909 25,938 18,653 ------------- 31,971 29,385 28,359 27,084 25,437 24,080 15,573 ------------- 179,457 169,387 163,241 156,419 149,635 144,490 107,254 ------------- 98,170 92,474 88,880 85,238 81,887 79,622 60,172 ------------- 81,287 76,913 74,361 71,181 67,748 64,868 47,082 ------------- 747.4 713.4 681.4 668.7 640.9 640.1 517.0 ------------- 596.7 574.2 548.3 532.5 529.5 517.7 425.0 ------------- 341.5 327.7 331.8 322.0 315.7 310.0 301.4 ------------- 364.9 352.7 359.2 344.1 339.9 336.7 338.3 ------------- 320.1 305.0 306.7 301.7 293.7 285.6 266.5 ------------- 317.1 305.8 301.9 295.0 287.5 286.2 303.8 ------------- 343.2 330.1 323.7 316.5 309.7 310.8 331.3 ------------- 290.4 281.0 279.4 272.7 264.6 260.9 274.6 ------------- Number 2015 ."
2266,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Total1 Year Both sexes Male Non-Hispanic white2 Female Both sexes Male Non-Hispanic black2 Female Both sexes Male Female Non-Hispanic American Indian or Alaska Native2,3 Both exes Male Female Non-Hispanic Asian or Pacific Islander2,4 Both sexes Male Female Hispanic Both sexes Male Female Age-adjusted death rate6 2015 ."
2267,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Data for specified race or Hispanic-origin groups other than non-Hispanic white and non-Hispanic black should be interpreted with caution because of inconsistencies in reporting these items on death certificates and surveys, although misclassification is very minor for the Hispanic and non-Hispanic Asian or Pacific Islander populations; see Technical Notes] Total1 Age Both sexes Male Non-Hispanic white2 Female Both sexes Male Female Non-Hispanic black2 Both sexes Male Female Non-Hispanic American Indian or Alaska Native2,3 Non-Hispanic Asian or Pacific Islander2,4 Both sexes Male Female Both sexes Male 18,039 9,869 8,170 65,277 33,306 300 82 47 52 174 351 454 543 589 688 997 1,368 1,628 1,700 1,727 1,771 1,692 1,532 2,344 - 161 45 28 23 112 250 317 345 370 439 609 812 995 987 946 962 888 705 875 - 139 37 19 29 62 101 137 198 219 249 388 556 633 713 781 809 804 827 1,469 - 892 141 108 104 321 552 610 722 824 1,223 1,763 2,449 3,462 4,547 5,463 6,033 7,323 8,592 20,147 1 501 72 58 66 225 405 435 452 503 709 1,032 1,429 2,067 2,679 3,152 3,347 3,934 4,171 8,069 - Female Hispanic Both sexes Male Female 31,971 179,457 98,170 81,287 391 69 50 38 96 147 175 270 321 514 731 1,020 1,395 1,868 2,311 2,686 3,389 4,421 12,078 1 2,619 461 301 332 1,341 2,698 2,592 2,676 2,890 3,495 4,672 6,558 7,826 8,540 8,776 8,477 8,926 9,557 15,428 5 2,186 354 194 236 527 787 804 1,110 1,312 1,793 2,487 3,472 4,302 5,319 6,144 6,878 8,316 10,290 24,775 1 Number All ages ."
2268,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Total1 Age Both sexes Male Non-Hispanic white2 Female Both sexes Male Female Non-Hispanic black2 Both sexes Male Female Non-Hispanic American Indian or Alaska Native2,3 Both sexes Male Female Non-Hispanic Asian or Pacific Islander2,4 Both sexes Male Female Hispanic Both sexes Male Female Rate All ages ."
2269,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Life expectancy at selected ages, by race and Hispanic origin, and sex: United States, 2015 [Race and Hispanic-origin categories are consistent with 1977 Office of Management and Budget (OMB) standards] Total1 Non-Hispanic white2,3 Non-Hispanic black2,3 Hispanic3 Exact age (years) Both sexes Male Female Both sexes Male Female Both sexes Male Female Both sexes Male Female 0 ........................... 1 ........................... 5 ........................... 10 ."
2270,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Life expectancy at birth, by race and Hispanic origin, and sex: United States, 1940, 1950, 1960, 1970, 1980, 1990, and 2000-2015 [Race and Hispanic-origin categories are consistent with 1977 Office of Management and Budget (OMB) standards] All races and origins1 Non-Hispanic white2 Non-Hispanic black2 Hispanic3 Year Both sexes Male Female Both sexes Male Female Both sexes Male Female Both sexes Male Female 20154,5 ."
2271,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Data for specified race or Hispanic-origin groups other than non-Hispanic white and non-Hispanic black should be interpreted with caution because of inconsistencies in reporting these items on death certificates and surveys, although misclassification is very minor for the Hispanic and non-Hispanic Asian or Pacific Islander populations; see Technical Notes] Total1 Cause of death (based on International Classification of Diseases, Tenth Revision) Both sexes Male Non-Hispanic white2 Female Both sexes Male Non-Hispanic black2 Female All causes ."
2272,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"2,712,630 1,373,404 1,339,226 2,123,631 1,063,705 1,059,926 Male Both Both Female sexes Male Female sexes Hispanic Both Male Female sexes Male Female 315,254 161,850 153,404 18,039 9,869 8,170 65,277 33,306 31,971 179,457 98,170 81,287 3,003 19,385 4,977 4,407 21,388 2,484 6,104 30,240 4,797 2,443 14,309 3,203 3,661 15,931 1,594 609 6,576 1,124 246 3,061 747 363 3,515 377 38 296 102 18 130 70 20 166 32 149 798 224 75 418 121 4,796 313,818 1,669 282,112 1,984 467,208 1,660 247,645 324 219,563 6,882 2,872 7,631 5,386 2,245 1,065 748 317 54 37 17 396 270 126 564 407 157 12,187 3,025 12,915 10,463 2,452 1,212 853 359 90 76 14 260 208 52 683 545 138 6,754 4,577 6,589 4,016 2,573 1,994 1,215 779 81 55 26 874 472 402 1,753 977 776 27,805 25,371 40,045 20,838 19,207 7,123 3,675 3,448 325 184 141 1,718 866 852 3,787 2,140 1,647 17,414 8,347 17,107 11,530 5,577 3,519 2,487 1,032 240 162 78 1,618 1,086 532 3,187 2,080 1,107 21,392 20,223 32,138 16,842 15,296 5,022 2,355 2,667 207 101 106 1,309 623 686 2,821 1,402 1,419 83,700 5,811 463 70,119 3,074 41,524 126,835 8,426 31,339 68,088 5,541 340 58,747 2,885 30,999 16,115 125 6,314 9,306 77 85 6,809 48 6,229 796 10 210 425 3 1 371 7 209 3,831 2,195 58 32 1,218 7 1,636 26 1,211 5,701 238 2,767 3,360 141 28 2,341 97 2,739 ... ... 28,848 4,175 13,920 ... 2,627 11,024 21,513 ... ... 21,513 2,627 11,024 ... 750 1,335 4,678 ... ... 4,678 750 1,335 ... 32 91 143 ... ... 143 32 91 ... 191 442 574 ... ... 574 191 442 ... 563 ... 999 ... 1,867 1,867 563 999 ... 9,502 11,587 4,946 4,667 11,364 14,016 7,521 10,160 3,843 3,856 1,411 1,176 891 704 520 472 108 48 72 30 36 18 301 262 199 183 102 79 1,232 688 804 463 428 225 9,119 11,381 7,149 8,773 13,508 16,396 7,621 9,290 5,887 7,106 1,055 1,511 570 824 485 687 60 93 39 53 21 40 436 657 225 359 211 298 1,181 1,442 645 826 536 616 6,988 13,251 5,708 9,414 9,194 18,447 5,224 10,874 3,970 7,573 2,216 1,863 1,074 1,009 1,142 854 60 93 33 61 27 32 298 583 152 349 146 234 891 1,611 483 914 408 697 3,379 2,230 1,149 53 34 19 73 64 68,523 34,787 33,736 3,192 1,699 1,493 17,306 8,774 74 380 103 477 2,692 1,144 203 1,370 785 274 1,322 359 9 889 734 155 8,532 37,804 19,847 17,957 37 See footnotes at end of table."
2273,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Non-Hispanic white2 Non-Hispanic black2 16,277 5,250 79,535 5,222 7,430 27,972 110,561 8,647 2,253 43,123 1,952 3,788 16,867 33,690 7,630 2,997 36,412 3,270 3,642 11,105 76,871 13,404 3,754 53,590 4,130 5,344 24,339 93,325 7,253 1,594 29,813 1,500 2,802 14,778 28,631 6,151 2,160 23,777 2,630 2,542 9,561 64,694 1,466 1,039 13,693 626 1,386 1,181 8,072 695 451 6,806 257 599 684 2,154 832,024 420,111 411,913 653,378 327,784 325,594 100,448 50,624 49,824 4,274 2,359 1,915 20,497 10,557 9,940 49,806 26,587 23,219 633,842 335,002 298,840 503,172 264,784 238,388 74,093 38,638 35,455 3,303 1,916 1,387 13,974 7,612 6,362 36,401 20,225 16,176 32,200 140,323 6,088 9,988 57,062 13,934 58,288 2,549 5,870 26,903 18,266 82,035 3,539 4,118 30,159 22,628 106,830 5,105 8,084 45,242 9,526 43,100 2,106 4,755 20,995 13,102 63,730 2,999 3,329 24,247 5,740 17,760 530 1,026 5,554 2,599 7,962 225 580 2,729 3,141 9,798 305 446 2,825 192 646 31 46 330 87 291 14 30 181 105 355 17 16 149 1,136 515 4,798 2,153 112 52 317 167 2,161 1,109 621 2,645 60 150 1,052 155,041 72,498 82,543 136,228 62,857 73,371 10,327 5,236 5,091 859 398 461 1,874 1,061 813 5,159 2,606 2,553 19,803 10,911 8,892 16,430 9,085 7,345 1,689 883 806 97 58 39 500 285 215 1,006 546 460 40,326 21,028 25,666 14,715 14,660 6,313 29,343 14,978 18,546 10,327 10,797 4,651 3,185 1,571 1,933 986 1,252 1,006 585 769 563 451 443 318 598 262 384 208 214 54 6,018 4,109 1,909 681 3,334 2,653 3,766 1,797 1,969 2,976 1,432 1,544 328 140 188 30 17 13 114 55 59 308 145 163 49,959 25,441 24,518 35,481 18,351 17,130 9,083 4,351 4,732 340 159 181 1,318 651 667 3,581 1,837 1,744 1,140 ... 1,140 541 ... 541 373 ... 373 19 ... 19 47 ... 47 158 ... 158 11,715 6,494 5,221 4,670 2,573 2,097 3,827 2,130 1,697 104 55 49 478 265 213 2,454 1,368 1,086 10,017 5,316 4,701 6,139 3,235 2,904 1,590 876 714 109 57 52 347 179 168 1,768 931 837 32,042 14,912 17,130 24,688 11,046 13,642 4,232 2,152 2,080 241 120 121 527 250 277 2,164 1,233 931 Female Male Both Both Female sexes Male Female sexes Hispanic Male Male Both sexes Non-Hispanic Asian or Pacific Islander2,4 Both sexes Female Both sexes Non-Hispanic American Indian or Alaska Native2,3 771 72 588 36 6,887 1,034 369 35 787 74 497 93 5,918 307 38 17 537 18 40 56 100 34 19 497 17 34 37 207 Both Male Female sexes 426 204 111 47 2,599 1,322 112 55 79 49 747 448 2,180 675 222 64 1,277 57 30 299 1,505 Male Female 860 429 431 293 137 156 8,278 4,426 3,852 299 117 182 505 275 230 1,546 860 686 6,444 2,035 4,409 2,384 1,139 1,245 9,795 4,544 5,251 280 131 149 477 312 165 3,497 1,735 1,762 National Vital Statistics Reports, Vol."
2274,,test_pdfs/NCHS-Leading COD-Child-2015-nvsr66_06.pdf,male,"Data for specified race or Hispanic-origin groups other than non-Hispanic white and non-Hispanic black should be interpreted with caution because of inconsistencies in reporting these items on death certificates and surveys, although misclassification is very minor for the Hispanic and non-Hispanic Asian or Pacific Islander populations; see Technical Notes] Total1 Cause of death (based on International Classification of Diseases, Tenth Revision) Both sexes Both sexes Male Female Both sexes Male 92,919 53,652 111,827 68,715 43,112 15,366 10,516 26,895 16,881 10,862 16,500 25,156 28,913 17,709 14,277 7,447 14,636 5,323 1,458 418 71 333 286 47 2,716 886 2,310 1,687 3,942 2,972 5,175 1,586 1,060 31,436 Both Both Female sexes Male Female sexes Hispanic Both Male Female sexes 2,839 1,788 Male Female 4,850 1,953 1,282 671 1,051 13,806 10,067 3,739 3,934 851 1,389 607 715 183 472 102 243 81 919 821 559 450 360 371 95 81 14 12 10 2 8 8 - 37 30 7 623 553 442 111 67 49 18 187 136 51 467 388 79 2,943 2,232 988 555 433 73 41 32 131 78 53 513 305 208 1,833 1,095 738 570 343 227 38 28 10 48 29 19 137 78 59 16,042 37,024 23,963 13,061 4,799 3,254 1,545 654 427 227 469 361 108 4,150 3,153 997 33,994 10,199 36,465 28,045 8,420 2,415 1,951 464 535 395 140 1,273 855 418 3,303 2,587 716 3,407 3,409 5,922 2,952 2,970 279 152 127 54 23 31 153 76 77 373 184 189 9,134 2,721 8,826 6,848 1,978 664 519 145 249 183 66 613 390 223 1,441 1,143 298 18,910 3,108 19,161 16,397 2,764 1,132 1,017 115 197 165 32 289 246 43 1,162 1,017 145 14,274 3,519 5,222 3,487 1,735 9,038 7,909 1,129 262 209 53 304 212 92 2,886 2,391 495 11,029 1,950 3,075 2,134 941 7,515 6,821 694 129 114 15 192 158 34 2,021 1,761 260 5,510 4,118 1,392 1,894 1,133 761 39 See footnotes at end of table."
